customer_id,age,gender,country,annual_income,spending_score,num_purchases,avg_purchase_value,membership_years,website_visits_per_month,cart_abandon_rate,churned,feedback_text,last_purchase_date
5678,47,Female,USA,140532,88,24,56.32,4,11,0.27,0,The website is easy to use.,2025-09-11
5679,29,Female,USA,72031,12,17,43.57,6,10,0.11,0,Good quality and value for money.,2025-06-26
5680,65,Male,USA,128323,62,37,49.61,12,29,0.23,0,Excellent customer service.,2025-05-24
5681,68,Male,USA,111024,54,17,50.35,3,7,0.73,0,The website is easy to use.,2025-06-15
5682,62,Male,UK,179960,65,43,71.7,13,22,0.54,0,The website is easy to use.,2025-05-07
5683,69,Male,Canada,91596,16,17,38.83,5,28,0.34,0,The website is easy to use.,2025-07-11
5684,57,Male,Brazil,64398,37,35,40.16,14,2,0.42,0,Excellent customer service.,2025-10-22
5685,33,Female,Brazil,37629,24,10,38.42,3,10,0.7,0,Good quality and value for money.,2025-07-06
5686,34,Female,USA,49558,11,4,40.34,1,14,0.3,0,Love the products and fast shipping.,2025-05-03
5687,66,Female,USA,68475,42,38,35.54,15,1,0.67,0,"Great experience, will shop again!",2025-07-17
5688,19,Female,South Africa,24741,22,5,24.5,1,30,0.76,0,Very satisfied with my purchase.,2025-07-10
5689,60,Male,Canada,81621,66,16,41.95,2,5,0.73,1,I will not be shopping here again.,2024-12-12
5690,67,Male,Canada,132711,6,33,54.85,12,3,0.71,0,Very satisfied with my purchase.,2025-08-13
5691,35,Male,USA,116444,98,40,66.15,13,27,0.05,0,Good quality and value for money.,2025-09-03
5692,35,Female,South Africa,53499,16,8,34.51,2,5,0.33,0,Love the products and fast shipping.,2025-06-28
5693,68,Female,Japan,156488,64,17,69.27,1,16,0.21,0,The website is easy to use.,2025-07-08
5694,26,Female,Brazil,76363,34,10,40.12,1,9,0.76,0,Very satisfied with my purchase.,2025-09-10
5695,51,Male,India,47650,25,5,36.19,0,13,0.38,0,Very satisfied with my purchase.,2025-10-21
5696,66,Male,UK,179748,17,32,53.47,10,16,0.62,1,The product did not match the description.,2024-06-02
5697,21,Female,USA,70498,62,17,42.4,3,27,0.25,0,"Great experience, will shop again!",2025-10-27
5698,58,Male,India,50962,38,17,33.08,5,12,0.87,0,Good quality and value for money.,2025-08-19
5699,21,Male,UK,45891,17,6,35.58,0,14,0.91,0,Very satisfied with my purchase.,2025-08-28
5700,43,Male,India,44039,57,34,36.01,12,29,0.9,0,Love the products and fast shipping.,2025-08-20
5701,67,Female,Australia,125413,83,41,53.74,13,2,0.11,0,The website is easy to use.,2025-09-18
5702,57,Female,USA,61990,40,29,39.05,11,4,0.72,0,Very satisfied with my purchase.,2025-05-27
5703,41,Female,Canada,107849,52,38,56.19,13,14,0.98,0,"Great experience, will shop again!",2025-09-13
5704,55,Female,Brazil,38268,45,9,36.65,1,17,0.73,0,Good quality and value for money.,2025-06-21
5705,57,Female,Japan,109312,77,17,67.16,1,23,0.3,0,Love the products and fast shipping.,2025-07-30
5706,68,Male,Canada,159252,29,32,53.05,11,24,0.82,0,"Great experience, will shop again!",2025-08-20
5707,34,Female,India,68467,14,30,45.74,13,26,0.22,0,Love the products and fast shipping.,2025-08-31
5708,19,Female,Australia,148402,63,15,59.66,1,13,0.64,0,The website is easy to use.,2025-08-19
5709,52,Male,France,34059,10,14,26.22,6,25,0.97,0,Excellent customer service.,2025-05-12
5710,36,Male,UK,55309,64,12,43.29,2,19,0.49,0,Excellent customer service.,2025-10-08
5711,45,Female,USA,106341,88,34,66.2,9,28,0.31,0,Love the products and fast shipping.,2025-08-25
5712,66,Male,Germany,119014,51,19,51.91,3,9,0.19,0,Good quality and value for money.,2025-08-24
5713,60,Male,USA,69183,84,17,59.77,2,20,0.11,0,"Great experience, will shop again!",2025-10-23
5714,43,Female,Japan,97379,81,27,51.23,7,9,0.14,0,Very satisfied with my purchase.,2025-05-21
5715,32,Male,USA,82385,40,33,53.7,13,19,0.4,0,Love the products and fast shipping.,2025-09-29
5716,19,Male,Brazil,45935,23,5,24.48,0,27,0.55,0,Good quality and value for money.,2025-10-20
5717,55,Male,Brazil,38754,1,29,29.85,14,21,0.87,0,Excellent customer service.,2025-09-23
5718,44,Male,Japan,86653,22,24,49.83,9,17,0.54,0,Love the products and fast shipping.,2025-06-06
5719,63,Male,India,61611,64,16,42.29,4,26,0.56,0,Very satisfied with my purchase.,2025-09-08
5720,53,Female,Canada,98865,80,30,47.59,8,23,0.61,0,Good quality and value for money.,2025-06-13
5721,61,Male,Brazil,75952,15,32,44.44,13,17,0.22,0,Very satisfied with my purchase.,2025-06-19
5722,30,Female,France,56801,71,14,46.23,2,24,0.53,0,Very satisfied with my purchase.,2025-05-31
5723,61,Female,France,70749,84,15,55.6,2,15,0.47,0,"Great experience, will shop again!",2025-06-18
5724,53,Female,USA,126828,28,21,42.58,6,14,0.06,0,Very satisfied with my purchase.,2025-09-10
5725,55,Male,Japan,86193,86,38,48.35,13,25,0.4,0,Good quality and value for money.,2025-09-07
5726,21,Male,UK,57722,8,9,41.22,2,3,0.76,0,Excellent customer service.,2025-06-16
5727,44,Female,Australia,132271,4,10,53.3,2,8,0.24,1,Shipping was too slow.,2025-01-15
5728,45,Female,USA,85173,28,35,47.4,13,13,0.75,0,"Great experience, will shop again!",2025-09-03
5729,53,Male,France,42010,100,27,41.35,7,4,0.38,0,Love the products and fast shipping.,2025-05-21
5730,24,Male,UK,101506,30,13,38.49,2,24,0.08,0,Very satisfied with my purchase.,2025-10-04
5731,47,Female,France,31624,75,10,49.73,0,24,0.89,0,Good quality and value for money.,2025-06-03
5732,35,Female,India,49883,32,33,41.03,14,26,0.31,0,"Great experience, will shop again!",2025-05-13
5733,53,Male,France,33630,99,34,52.54,11,14,0.72,0,Excellent customer service.,2025-06-03
5734,49,Male,USA,153657,32,17,52.36,2,9,0.7,0,Very satisfied with my purchase.,2025-05-15
5735,66,Male,UK,171121,77,48,66.71,15,24,0.31,0,Love the products and fast shipping.,2025-07-02
5736,40,Female,Canada,75164,8,33,28.43,15,23,0.53,0,Good quality and value for money.,2025-06-23
5737,64,Female,USA,175810,41,40,70.32,14,12,0.98,0,Excellent customer service.,2025-10-03
5738,53,Male,India,45861,74,16,39.14,4,15,0.22,0,Good quality and value for money.,2025-09-26
5739,53,Female,Canada,50238,92,36,42.97,12,29,0.34,0,The website is easy to use.,2025-08-28
5740,33,Male,UK,81668,32,30,35.36,11,10,0.86,0,Love the products and fast shipping.,2025-09-22
5741,40,Male,Canada,51297,58,11,43.04,0,5,0.33,0,The website is easy to use.,2025-07-06
5742,70,Male,Japan,55620,46,23,37.83,7,7,0.36,0,Very satisfied with my purchase.,2025-07-27
5743,69,Male,Australia,50062,65,29,35.24,9,7,0.31,0,The website is easy to use.,2025-05-28
5744,46,Female,USA,168337,15,15,66.51,3,27,0.92,1,The product did not match the description.,2025-03-08
5745,51,Male,USA,48651,31,13,40.7,4,17,0.88,0,The website is easy to use.,2025-05-26
5746,43,Female,Brazil,64390,13,20,31.5,7,15,0.71,0,Very satisfied with my purchase.,2025-10-07
5747,49,Female,Germany,169521,49,30,68.37,9,30,0.5,0,Very satisfied with my purchase.,2025-07-21
5748,30,Male,USA,124396,68,15,63.96,1,18,0.93,0,Very satisfied with my purchase.,2025-06-08
5749,59,Female,Germany,123756,4,12,51.95,2,21,0.38,0,Love the products and fast shipping.,2025-08-17
5750,60,Male,Brazil,39774,86,23,47.39,7,30,0.17,0,Very satisfied with my purchase.,2025-08-30
5751,54,Male,India,53919,83,36,37.7,13,14,0.49,0,Excellent customer service.,2025-07-03
5752,48,Male,France,95566,54,41,40.83,15,1,0.52,0,Very satisfied with my purchase.,2025-10-12
5753,46,Male,UK,110005,92,33,69.42,9,11,0.19,0,Good quality and value for money.,2025-06-19
5754,47,Male,Australia,70336,12,12,41.25,3,21,0.92,0,Good quality and value for money.,2025-10-06
5755,26,Female,Canada,94350,40,8,38.55,0,12,0.38,0,Love the products and fast shipping.,2025-07-04
5756,30,Female,Canada,126715,21,32,48.57,12,25,0.16,0,"Great experience, will shop again!",2025-10-20
5757,26,Male,Japan,127822,9,13,53.77,2,14,0.49,0,Love the products and fast shipping.,2025-10-19
5758,22,Female,Japan,62084,39,11,34.53,2,6,1.0,1,"Poor quality, item broke after a week.",2024-03-21
5759,50,Male,France,49633,21,31,38.85,13,10,0.21,1,Customer service was unhelpful.,2024-11-23
5760,65,Female,Australia,154227,3,31,45.11,11,22,0.93,1,"Poor quality, item broke after a week.",2024-05-13
5761,35,Male,Canada,136561,6,11,38.53,2,25,0.09,0,Excellent customer service.,2025-09-07
5762,26,Male,UK,65067,24,22,36.83,7,5,0.64,0,Good quality and value for money.,2025-09-14
5763,29,Male,Canada,107020,43,11,56.89,1,9,0.19,0,Good quality and value for money.,2025-07-15
5764,57,Male,Canada,83118,38,13,49.02,2,18,0.49,0,"Great experience, will shop again!",2025-07-03
5765,57,Female,USA,97875,92,36,52.61,11,29,0.45,0,Excellent customer service.,2025-09-10
5766,53,Male,USA,142807,36,18,59.54,3,2,0.56,0,"Great experience, will shop again!",2025-06-04
5767,24,Male,France,52931,87,13,45.34,1,25,0.03,0,Good quality and value for money.,2025-08-24
5768,25,Male,USA,85980,73,23,44.43,5,26,0.27,0,"Great experience, will shop again!",2025-07-14
5769,55,Female,Germany,101023,91,27,67.13,6,27,0.92,0,Good quality and value for money.,2025-10-05
5770,25,Female,USA,61099,85,17,55.14,3,22,0.35,0,Love the products and fast shipping.,2025-07-13
5771,62,Male,USA,144160,98,31,72.47,6,7,0.6,0,Very satisfied with my purchase.,2025-09-05
5772,56,Female,UK,129522,41,26,50.88,7,3,0.26,0,Love the products and fast shipping.,2025-09-11
5773,69,Female,USA,128858,50,41,57.51,14,19,0.68,0,"Great experience, will shop again!",2025-09-12
5774,56,Female,India,83571,63,31,40.57,10,12,0.02,0,Good quality and value for money.,2025-06-28
5775,70,Female,UK,48334,19,20,32.01,7,21,0.61,0,The website is easy to use.,2025-06-02
5776,30,Male,UK,47053,35,11,39.23,2,29,0.62,0,Very satisfied with my purchase.,2025-08-08
5777,38,Female,India,23404,90,22,42.58,6,28,0.67,0,Love the products and fast shipping.,2025-10-26
5778,50,Female,UK,71256,63,18,37.27,4,10,0.89,0,"Great experience, will shop again!",2025-10-21
5779,52,Male,UK,85339,75,32,54.93,9,13,0.43,0,Very satisfied with my purchase.,2025-07-14
5780,37,Female,UK,48274,23,25,31.5,10,22,0.36,1,Shipping was too slow.,2024-11-12
5781,64,Male,Australia,93009,59,37,49.57,12,29,0.35,0,Good quality and value for money.,2025-09-24
5782,56,Female,USA,139497,3,37,56.64,15,4,0.34,0,Excellent customer service.,2025-07-17
5783,18,Male,France,21107,49,6,29.33,0,1,0.07,0,Excellent customer service.,2025-10-07
5784,33,Female,India,21549,17,5,28.62,0,13,0.52,0,Love the products and fast shipping.,2025-05-11
5785,29,Male,Canada,54206,55,16,39.66,4,13,0.78,0,Love the products and fast shipping.,2025-05-24
5786,56,Female,Canada,123712,69,28,62.07,7,11,0.38,0,Excellent customer service.,2025-07-07
5787,28,Male,Brazil,43120,57,16,34.28,3,5,0.41,0,Good quality and value for money.,2025-05-12
5788,32,Male,Brazil,20612,17,27,36.67,11,13,0.19,0,Excellent customer service.,2025-07-17
5789,42,Male,India,77743,2,25,40.27,11,11,0.77,0,"Great experience, will shop again!",2025-09-20
5790,28,Female,USA,42769,35,8,28.14,1,15,0.72,0,Love the products and fast shipping.,2025-07-06
5791,52,Male,Canada,102726,36,19,41.56,5,20,0.41,0,The website is easy to use.,2025-07-06
5792,39,Female,Germany,42357,54,11,34.24,2,24,0.99,0,The website is easy to use.,2025-10-25
5793,63,Female,India,83902,97,44,48.04,14,24,0.88,0,Good quality and value for money.,2025-10-10
5794,41,Female,India,31593,5,28,17.41,12,11,0.63,0,Love the products and fast shipping.,2025-06-26
5795,67,Male,USA,103100,67,42,48.33,15,5,0.88,0,Love the products and fast shipping.,2025-07-11
5796,68,Female,India,33826,42,11,27.08,3,6,0.75,0,The website is easy to use.,2025-10-14
5797,25,Female,Germany,114797,78,17,65.91,1,25,1.0,0,Good quality and value for money.,2025-09-16
5798,52,Male,India,34513,17,24,21.0,10,29,0.48,0,Very satisfied with my purchase.,2025-07-23
5799,24,Female,Brazil,29837,15,5,25.29,1,23,0.22,0,Excellent customer service.,2025-09-14
5800,20,Female,France,54473,24,8,29.07,2,12,0.39,1,Customer service was unhelpful.,2024-08-14
5801,29,Male,USA,139605,3,21,41.21,6,28,0.68,0,Love the products and fast shipping.,2025-05-13
5802,50,Female,France,77851,3,15,27.99,6,29,0.28,0,The website is easy to use.,2025-09-16
5803,39,Female,India,40060,28,16,42.19,5,1,0.23,1,Shipping was too slow.,2024-12-16
5804,24,Female,UK,92384,64,14,41.6,2,28,0.87,1,Difficult to navigate the website.,2025-02-12
5805,39,Female,USA,125029,32,25,58.24,7,11,0.14,0,Good quality and value for money.,2025-10-14
5806,32,Female,Australia,136557,37,13,45.0,1,28,0.01,0,Love the products and fast shipping.,2025-09-25
5807,27,Male,India,42320,52,11,39.68,2,29,0.37,0,"Great experience, will shop again!",2025-06-08
5808,57,Male,Canada,131720,25,26,53.28,8,1,0.25,0,Good quality and value for money.,2025-09-02
5809,22,Male,Brazil,30467,75,16,43.9,4,27,0.43,0,Excellent customer service.,2025-05-13
5810,26,Female,USA,112493,90,16,52.17,1,23,0.17,0,"Great experience, will shop again!",2025-10-14
5811,26,Male,UK,65723,76,26,50.18,8,17,0.25,0,Very satisfied with my purchase.,2025-07-25
5812,43,Female,UK,127526,93,33,64.86,9,15,0.16,0,"Great experience, will shop again!",2025-06-26
5813,64,Female,France,48042,15,30,25.4,13,29,0.22,0,The website is easy to use.,2025-09-29
5814,39,Female,USA,53015,90,15,54.75,2,24,0.99,0,Excellent customer service.,2025-09-12
5815,66,Female,USA,106374,4,15,47.09,5,17,0.07,1,Shipping was too slow.,2025-04-07
5816,66,Male,UK,152881,56,32,61.54,9,23,0.11,0,Good quality and value for money.,2025-08-24
5817,59,Female,Brazil,80542,52,15,37.68,2,3,0.02,0,Good quality and value for money.,2025-06-22
5818,19,Male,Australia,136892,12,9,40.21,1,19,0.41,0,Good quality and value for money.,2025-10-03
5819,19,Female,UK,69356,59,8,46.48,0,7,0.82,0,Excellent customer service.,2025-10-04
5820,29,Female,Brazil,50063,40,9,46.29,0,29,0.71,1,Customer service was unhelpful.,2024-01-19
5821,41,Female,Brazil,47705,38,38,43.08,15,29,0.94,0,Very satisfied with my purchase.,2025-09-28
5822,60,Female,USA,95214,37,21,46.29,6,20,0.05,0,Very satisfied with my purchase.,2025-08-08
5823,41,Male,Germany,44280,11,14,40.87,6,27,0.3,0,Very satisfied with my purchase.,2025-05-21
5824,42,Female,Australia,138540,23,40,47.11,15,15,0.61,0,"Great experience, will shop again!",2025-10-17
5825,62,Female,South Africa,47126,47,9,42.93,0,18,0.21,0,Very satisfied with my purchase.,2025-10-06
5826,57,Male,USA,91154,51,37,51.3,14,18,0.47,0,Very satisfied with my purchase.,2025-07-09
5827,21,Male,Germany,122938,77,18,50.52,1,24,0.71,0,Good quality and value for money.,2025-09-12
5828,42,Female,Japan,41894,9,20,38.29,8,13,0.3,0,The website is easy to use.,2025-05-22
5829,30,Male,India,31646,80,18,49.51,3,15,0.05,0,Love the products and fast shipping.,2025-09-10
5830,59,Male,USA,105542,81,16,65.31,1,23,0.47,0,Very satisfied with my purchase.,2025-06-30
5831,44,Male,USA,92113,30,31,36.37,11,9,0.46,0,"Great experience, will shop again!",2025-07-16
5832,63,Female,Germany,72642,32,18,44.15,6,9,0.67,0,Excellent customer service.,2025-09-25
5833,42,Female,UK,86734,50,12,41.59,1,21,0.02,0,Love the products and fast shipping.,2025-06-23
5834,28,Male,South Africa,56711,93,17,54.79,3,21,0.44,0,Excellent customer service.,2025-08-03
5835,48,Female,UK,156081,53,23,54.37,5,20,0.37,0,Very satisfied with my purchase.,2025-06-07
5836,25,Female,India,27487,30,10,30.6,3,20,0.01,0,The website is easy to use.,2025-09-20
5837,25,Male,India,45105,95,12,52.5,0,23,0.48,0,"Great experience, will shop again!",2025-07-31
5838,41,Male,Japan,49101,60,21,34.36,6,17,0.91,0,Good quality and value for money.,2025-09-04
5839,47,Female,Germany,64413,80,24,56.79,7,14,0.57,0,"Great experience, will shop again!",2025-06-21
5840,33,Male,UK,126630,56,41,54.2,15,4,0.21,0,Good quality and value for money.,2025-08-17
5841,18,Female,Brazil,33007,35,5,41.01,0,2,0.17,0,"Great experience, will shop again!",2025-06-04
5842,28,Female,Japan,65894,54,18,42.6,5,23,0.89,0,"Great experience, will shop again!",2025-10-02
5843,25,Male,Germany,92924,94,25,51.59,6,6,0.81,0,Love the products and fast shipping.,2025-07-06
5844,62,Female,Canada,90916,63,34,43.54,12,7,0.6,0,Very satisfied with my purchase.,2025-10-10
5845,22,Male,Germany,62067,79,14,41.28,2,26,0.39,0,Good quality and value for money.,2025-10-17
5846,70,Female,Germany,129457,48,41,56.84,15,23,0.63,0,Excellent customer service.,2025-06-20
5847,19,Male,Canada,132024,68,17,55.45,1,4,0.25,0,Excellent customer service.,2025-09-27
5848,65,Male,Japan,57636,34,38,38.12,15,7,0.81,1,The product did not match the description.,2024-01-27
5849,35,Male,Brazil,51775,44,26,44.81,10,3,0.32,0,Excellent customer service.,2025-06-18
5850,19,Female,Germany,122382,3,10,50.48,1,8,0.66,0,Very satisfied with my purchase.,2025-06-03
5851,57,Female,India,95964,29,30,37.66,10,16,0.87,0,Good quality and value for money.,2025-07-15
5852,21,Female,Brazil,34402,18,8,20.74,2,11,0.05,1,The product did not match the description.,2025-03-30
5853,38,Male,India,33935,93,41,53.42,14,11,0.81,0,Love the products and fast shipping.,2025-09-17
5854,38,Male,Germany,107901,12,16,51.51,5,3,0.02,0,Love the products and fast shipping.,2025-06-13
5855,31,Female,Germany,43137,43,34,40.89,13,1,0.34,0,Excellent customer service.,2025-10-18
5856,20,Female,USA,54211,96,14,56.55,0,24,0.95,0,Love the products and fast shipping.,2025-06-20
5857,51,Female,Brazil,65443,11,28,28.41,12,5,0.44,0,Very satisfied with my purchase.,2025-09-06
5858,35,Female,Canada,54473,31,23,36.22,8,4,0.11,0,Love the products and fast shipping.,2025-10-07
5859,37,Female,France,51965,83,33,39.68,10,18,0.4,0,Very satisfied with my purchase.,2025-10-27
5860,25,Female,France,78558,32,8,46.57,1,23,0.89,0,Very satisfied with my purchase.,2025-10-06
5861,60,Male,USA,103129,75,12,52.94,0,15,0.29,0,Excellent customer service.,2025-07-26
5862,65,Female,USA,176330,52,25,62.6,6,29,0.47,0,Excellent customer service.,2025-06-14
5863,49,Male,USA,95192,66,38,44.76,13,30,0.16,0,Good quality and value for money.,2025-05-21
5864,44,Female,South Africa,41504,5,5,22.07,2,30,0.89,0,"Great experience, will shop again!",2025-09-01
5865,32,Male,USA,117924,11,24,52.03,8,2,0.12,1,Shipping was too slow.,2024-11-01
5866,48,Female,Australia,146125,2,12,41.36,3,25,0.07,0,Very satisfied with my purchase.,2025-05-25
5867,60,Male,UK,150494,42,28,61.48,8,21,0.29,0,Love the products and fast shipping.,2025-06-20
5868,68,Female,India,41738,77,33,49.11,11,22,0.41,0,"Great experience, will shop again!",2025-10-22
5869,28,Female,India,42145,62,26,41.42,8,23,0.15,0,Very satisfied with my purchase.,2025-08-08
5870,70,Female,USA,128373,23,39,48.22,14,27,0.87,0,Very satisfied with my purchase.,2025-05-06
5871,58,Male,Germany,88215,27,39,33.66,15,24,0.74,0,Good quality and value for money.,2025-07-21
5872,62,Male,Japan,118860,89,28,61.28,7,9,0.27,0,The website is easy to use.,2025-09-05
5873,48,Male,Canada,88136,73,23,60.01,6,23,0.2,0,"Great experience, will shop again!",2025-10-24
5874,54,Female,Brazil,49984,59,11,39.56,1,23,0.25,0,Excellent customer service.,2025-05-27
5875,39,Male,UK,82716,91,15,55.68,0,3,0.09,0,The website is easy to use.,2025-09-22
5876,40,Male,UK,46923,56,27,38.38,10,29,0.89,0,Love the products and fast shipping.,2025-10-15
5877,43,Female,Australia,111252,24,24,41.61,8,20,0.85,1,The product did not match the description.,2024-05-15
5878,64,Male,Australia,129891,64,21,48.81,4,30,0.34,0,The website is easy to use.,2025-05-02
5879,40,Male,USA,81624,46,9,52.55,0,18,0.67,0,Very satisfied with my purchase.,2025-06-24
5880,50,Female,Brazil,26559,49,21,39.89,7,25,0.27,0,Excellent customer service.,2025-09-16
5881,52,Male,USA,56638,25,25,40.85,9,30,0.56,0,Love the products and fast shipping.,2025-08-20
5882,70,Female,South Africa,50764,3,26,31.96,11,24,0.56,0,The website is easy to use.,2025-07-25
5883,61,Female,France,55105,76,33,47.9,11,25,0.2,0,Love the products and fast shipping.,2025-07-23
5884,44,Female,Germany,135934,35,28,57.56,9,21,0.57,0,Love the products and fast shipping.,2025-09-30
5885,26,Male,South Africa,73348,4,15,42.75,6,21,0.48,0,Very satisfied with my purchase.,2025-07-28
5886,52,Male,UK,89845,82,41,53.2,14,25,0.78,0,"Great experience, will shop again!",2025-05-03
5887,19,Male,Canada,88110,82,14,63.12,1,11,0.42,0,The website is easy to use.,2025-07-11
5888,49,Male,Brazil,30273,80,39,45.24,14,26,0.76,0,The website is easy to use.,2025-10-18
5889,56,Female,UK,164294,63,14,74.44,0,30,0.33,0,Love the products and fast shipping.,2025-05-27
5890,70,Female,Germany,140812,92,42,72.02,13,21,0.34,0,Love the products and fast shipping.,2025-08-17
5891,65,Female,UK,99962,36,9,55.78,0,1,0.02,0,The website is easy to use.,2025-10-11
5892,36,Male,Germany,67286,6,22,33.31,8,29,0.34,0,The website is easy to use.,2025-07-15
5893,34,Female,Australia,146158,64,33,61.19,10,22,0.18,0,Very satisfied with my purchase.,2025-05-06
5894,61,Female,Japan,125010,59,21,57.31,4,17,0.59,0,"Great experience, will shop again!",2025-10-05
5895,54,Male,Australia,80301,76,24,54.48,7,26,0.82,0,The website is easy to use.,2025-08-23
5896,21,Female,Brazil,65539,91,15,46.05,2,24,0.31,0,Good quality and value for money.,2025-05-25
5897,57,Male,UK,153268,70,35,58.84,11,24,0.66,0,The website is easy to use.,2025-07-13
5898,49,Male,France,90654,28,19,52.84,5,20,0.37,1,The product did not match the description.,2024-12-02
5899,65,Male,India,73754,52,24,50.89,7,11,0.34,0,Good quality and value for money.,2025-08-08
5900,50,Female,Brazil,53170,3,12,24.38,5,20,0.56,1,Difficult to navigate the website.,2024-10-22
5901,53,Female,UK,59468,10,12,41.73,4,10,0.18,1,Shipping was too slow.,2023-11-21
5902,42,Female,France,75073,69,23,50.66,5,27,0.38,0,The website is easy to use.,2025-09-05
5903,67,Female,Australia,167095,82,28,63.18,6,1,0.27,0,Good quality and value for money.,2025-06-30
5904,35,Female,Brazil,55390,75,37,46.16,14,24,0.91,0,Excellent customer service.,2025-09-04
5905,55,Male,India,33240,80,30,40.51,11,27,0.32,0,Excellent customer service.,2025-07-11
5906,26,Female,Australia,61656,30,6,48.27,0,25,0.03,0,The website is easy to use.,2025-06-22
5907,58,Female,Australia,145503,74,39,70.05,12,11,0.31,0,"Great experience, will shop again!",2025-06-01
5908,26,Female,Brazil,44930,62,18,49.03,4,14,0.22,0,Love the products and fast shipping.,2025-05-25
5909,47,Male,Canada,130366,5,25,40.92,8,21,0.25,0,Love the products and fast shipping.,2025-07-13
5910,42,Male,Germany,86658,62,16,41.68,3,18,0.05,0,Love the products and fast shipping.,2025-05-11
5911,47,Female,India,55638,99,18,41.65,2,5,0.16,0,The website is easy to use.,2025-06-22
5912,35,Female,Brazil,74402,10,27,39.34,10,17,0.11,0,Good quality and value for money.,2025-07-27
5913,53,Male,Germany,63541,78,39,51.31,14,7,0.81,0,Good quality and value for money.,2025-08-11
5914,28,Male,UK,62874,82,29,48.88,9,5,0.6,0,Excellent customer service.,2025-09-18
5915,60,Male,Germany,126520,10,11,55.8,2,11,0.05,0,The website is easy to use.,2025-06-09
5916,22,Female,USA,138456,85,20,67.15,2,10,0.62,0,Good quality and value for money.,2025-09-04
5917,60,Male,India,61700,4,23,23.37,9,21,0.47,0,"Great experience, will shop again!",2025-06-03
5918,46,Female,USA,100688,56,19,46.11,3,10,0.43,0,Very satisfied with my purchase.,2025-08-16
5919,47,Male,Japan,178717,90,28,65.18,4,11,0.92,0,Excellent customer service.,2025-07-02
5920,48,Male,India,28790,8,9,34.73,4,25,0.27,0,Very satisfied with my purchase.,2025-07-26
5921,63,Female,Germany,69888,27,29,41.23,11,1,0.38,0,Love the products and fast shipping.,2025-05-07
5922,55,Female,Germany,59376,16,29,27.94,12,28,0.28,0,"Great experience, will shop again!",2025-06-22
5923,22,Female,Germany,79309,10,6,35.97,0,15,0.22,0,Love the products and fast shipping.,2025-07-04
5924,46,Female,USA,81921,83,32,44.53,9,25,0.26,0,"Great experience, will shop again!",2025-05-13
5925,25,Male,Brazil,77148,67,12,50.56,1,14,0.37,0,Love the products and fast shipping.,2025-05-02
5926,25,Female,India,24548,56,6,35.68,0,6,0.93,1,Difficult to navigate the website.,2024-11-14
5927,18,Male,Canada,70651,27,6,33.63,0,23,0.54,0,Very satisfied with my purchase.,2025-09-20
5928,64,Female,Japan,76838,83,23,52.39,5,29,0.1,0,The website is easy to use.,2025-09-28
5929,23,Female,Canada,111845,48,20,42.48,5,2,0.04,1,"Poor quality, item broke after a week.",2024-07-06
5930,30,Female,USA,111973,29,10,55.97,1,6,0.42,0,The website is easy to use.,2025-06-05
5931,32,Male,India,72685,95,21,56.29,3,7,0.37,0,Excellent customer service.,2025-05-09
5932,34,Female,UK,49473,70,36,41.31,12,28,0.31,0,"Great experience, will shop again!",2025-08-20
5933,59,Female,India,70768,52,18,41.58,5,21,0.54,0,Good quality and value for money.,2025-07-17
5934,54,Male,USA,135673,69,33,63.1,10,11,0.03,0,Very satisfied with my purchase.,2025-05-12
5935,28,Male,Australia,52472,88,18,44.44,2,28,0.23,0,The website is easy to use.,2025-08-16
5936,41,Male,USA,89511,71,32,56.23,11,8,0.52,0,Very satisfied with my purchase.,2025-06-20
5937,69,Male,USA,61450,4,29,37.34,13,26,0.8,0,The website is easy to use.,2025-06-11
5938,30,Female,South Africa,55287,6,28,41.98,11,25,0.23,0,Very satisfied with my purchase.,2025-09-27
5939,28,Male,UK,66722,30,12,46.88,3,23,0.41,0,Excellent customer service.,2025-09-29
5940,60,Male,India,66109,91,40,45.97,14,16,0.63,0,Very satisfied with my purchase.,2025-08-27
5941,42,Female,Japan,95594,19,22,47.87,8,10,0.53,0,"Great experience, will shop again!",2025-05-18
5942,53,Female,Germany,98397,10,12,51.48,2,29,0.06,1,Difficult to navigate the website.,2024-03-15
5943,69,Male,USA,85423,54,13,48.05,2,5,0.98,1,Shipping was too slow.,2025-02-22
5944,48,Male,Australia,73644,36,23,48.56,7,26,0.61,0,"Great experience, will shop again!",2025-07-06
5945,28,Male,France,73853,46,27,41.07,10,10,0.58,0,Very satisfied with my purchase.,2025-06-21
5946,55,Female,Canada,59055,94,15,51.69,0,25,0.63,0,Good quality and value for money.,2025-10-18
5947,43,Male,Germany,146684,25,28,51.36,8,28,0.5,0,Very satisfied with my purchase.,2025-07-01
5948,33,Male,India,71822,49,16,47.57,4,25,0.07,0,The website is easy to use.,2025-10-25
5949,18,Female,Brazil,32199,54,7,44.25,0,26,0.39,0,The website is easy to use.,2025-08-28
5950,61,Female,Canada,115113,3,11,33.9,2,28,0.65,0,Very satisfied with my purchase.,2025-07-14
5951,40,Male,France,28553,90,14,46.58,1,15,0.83,0,"Great experience, will shop again!",2025-10-22
5952,42,Female,India,60717,91,14,43.29,1,17,0.88,0,Excellent customer service.,2025-07-20
5953,21,Female,Brazil,28303,43,14,26.13,3,27,0.6,0,Excellent customer service.,2025-10-02
